timestamp,entity_id,entity_type,source_ip,geo_location,resource_accessed,auth_method,device_fingerprint,session_duration,status,label
2026-06-25 08:15:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,VPN_Gateway,MFA_Token,14:9d:7a:1d:7b:28,1001,SUCCESS,normal
2026-06-25 08:15:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,125.240.58.51,West Scott,VPN_Gateway,MFA_Token,e4:92:78:8b:ab:a3,3930,SUCCESS,normal
2026-06-25 08:17:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,Employee,104.147.146.61,Brandiberg,VPN_Gateway,MFA_Token,e6:dc:41:15:9d:ba,4717,SUCCESS,normal
2026-06-25 08:21:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,VPN_Gateway,Biometric,22:ed:19:7f:3e:e9,2336,SUCCESS,normal
2026-06-25 08:27:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,HR_Portal,MFA_Token,98:85:5b:87:13:37,4125,SUCCESS,normal
2026-06-25 08:28:00,a53f8a28-abf3-43fc-a181-3d25655238a6,Employee,52.60.63.66,North Stephenshire,HR_Portal,MFA_Token,ee:33:25:6d:87:43,1291,SUCCESS,normal
2026-06-25 08:30:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,VPN_Gateway,Password,46:72:0c:62:cc:a8,1072,SUCCESS,normal
2026-06-25 08:31:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,152.160.7.17,Carlsonmouth,HR_Portal,MFA_Token,1c:80:05:3a:88:ae,7113,SUCCESS,normal
2026-06-25 08:31:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,159.105.157.225,Mcguireland,HR_Portal,MFA_Token,a8:96:71:cf:7c:9c,780,SUCCESS,normal
2026-06-25 08:34:00,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Admin,197.68.233.193,Salazarhaven,GitLab,MFA_Token,42:da:e4:51:f3:e6,1803,SUCCESS,normal
2026-06-25 08:41:00,7631de9d-dde9-4863-a2bd-33886db99102,Employee,192.70.54.54,Murphymouth,VPN_Gateway,Password,40:a7:ac:c2:8e:d7,1064,SUCCESS,normal
2026-06-25 08:41:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,125.33.202.105,Lake Rachelhaven,VPN_Gateway,MFA_Token,8c:9e:d1:a7:ce:97,796,SUCCESS,normal
2026-06-25 08:42:00,19108be5-8ce2-4ea3-9b20-a56edc815fe7,Employee,64.241.202.234,Port Melindaburgh,Jira,Password,e6:d0:f8:f6:6d:cd,1652,SUCCESS,normal
2026-06-25 08:44:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,HR_Portal,MFA_Token,98:50:1d:29:5f:23,3568,SUCCESS,normal
2026-06-25 08:52:00,1bf90e27-dc96-425e-8cf3-a17156dc8907,Employee,115.11.24.126,Taylorburgh,Jira,Biometric,ce:8e:ec:7f:26:e2,6573,SUCCESS,normal
2026-06-25 08:55:00,008d4127-6104-41e3-aa25-a8880f02bad0,Employee,197.15.145.99,Mitchellside,VPN_Gateway,SSO,f6:f9:4f:61:97:6f,4717,SUCCESS,normal
2026-06-25 08:59:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,Jira,MFA_Token,60:d2:7f:88:51:37,4172,SUCCESS,normal
2026-06-25 09:00:00,cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,Employee,122.60.189.150,Angelahaven,Jira,MFA_Token,8e:61:2b:7b:d0:fa,5926,SUCCESS,normal
2026-06-25 09:01:00,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Contractor,152.5.7.122,Davidborough,HR_Portal,Biometric,ca:26:7c:34:9a:3d,1762,SUCCESS,normal
2026-06-25 09:03:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,104.57.243.162,Meganton,VPN_Gateway,MFA_Token,10:75:10:a1:cd:89,1822,SUCCESS,normal
2026-06-25 09:03:00,562b0f79-c374-49ee-b50b-ea63371ecd7b,Employee,88.80.186.159,West Melanieview,Jira,Biometric,8c:16:eb:3f:c1:28,799,SUCCESS,normal
2026-06-25 09:03:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,HR_Portal,MFA_Token,60:74:94:28:77:33,4419,SUCCESS,normal
2026-06-25 09:04:00,9132b63e-f162-47e4-a9c3-49e03602f8ac,Employee,218.17.215.90,Lake Victor,VPN_Gateway,MFA_Token,be:ea:49:87:47:7e,3607,SUCCESS,normal
2026-06-25 09:05:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,152.160.7.17,Carlsonmouth,Jira,MFA_Token,1c:80:05:3a:88:ae,4930,SUCCESS,normal
2026-06-25 09:06:00,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Admin,197.68.233.193,Salazarhaven,VPN_Gateway,Biometric,42:da:e4:51:f3:e6,4155,SUCCESS,normal
2026-06-25 09:06:00,3c365296-dca0-4eec-acda-bacc1165e210,Employee,47.193.254.5,New Christophershire,VPN_Gateway,MFA_Token,42:a1:85:68:a0:7a,2531,SUCCESS,normal
2026-06-25 09:08:00,46d483f3-d450-481c-ac6f-7633a2607723,Employee,85.88.253.133,Lake Tina,HR_Portal,MFA_Token,12:52:e2:da:04:39,1623,SUCCESS,normal
2026-06-25 09:10:00,1bf90e27-dc96-425e-8cf3-a17156dc8907,Employee,115.11.24.126,Taylorburgh,Jira,MFA_Token,ce:8e:ec:7f:26:e2,6063,SUCCESS,normal
2026-06-25 09:13:00,a53f8a28-abf3-43fc-a181-3d25655238a6,Employee,52.60.63.66,North Stephenshire,VPN_Gateway,MFA_Token,ee:33:25:6d:87:43,5931,SUCCESS,normal
2026-06-25 09:15:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,HR_Portal,MFA_Token,98:85:5b:87:13:37,6690,SUCCESS,normal
2026-06-25 09:16:00,0a8381be-c85a-4a46-90e0-f4a0fbdd3933,Employee,59.106.139.154,Caseymouth,Jira,Biometric,f4:06:d7:fa:36:dd,3859,SUCCESS,normal
2026-06-25 09:16:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,116.143.78.241,South Martha,HR_Portal,SSO,42:9a:04:99:35:44,716,SUCCESS,normal
2026-06-25 09:16:00,0f1259e0-a18f-46b6-b535-106e122c9a56,Employee,112.128.170.223,Chadbury,HR_Portal,Password,3e:8e:f8:6d:43:f2,863,SUCCESS,normal
2026-06-25 09:16:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,Jira,MFA_Token,14:9d:7a:1d:7b:28,5587,SUCCESS,normal
2026-06-25 09:18:00,bdd640fb-0667-4ad1-9c80-317fa3b1799d,Employee,124.228.145.91,Lake Curtis,Jira,MFA_Token,36:2c:d8:10:0f:2f,6717,SUCCESS,normal
2026-06-25 09:19:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,VPN_Gateway,MFA_Token,46:72:0c:62:cc:a8,3231,SUCCESS,normal
2026-06-25 09:20:00,11b7e948-d0e6-4660-bc69-dee1bb5e4bcf,Contractor,136.25.239.107,Lake Thomas,VPN_Gateway,MFA_Token,b6:54:87:d8:6c:66,376,SUCCESS,normal
2026-06-25 09:23:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,VPN_Gateway,Password,60:d2:7f:88:51:37,3820,SUCCESS,normal
2026-06-25 09:27:00,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Employee,6.45.196.230,Cassandramouth,VPN_Gateway,MFA_Token,16:68:87:fa:80:1a,329,SUCCESS,normal
2026-06-25 09:35:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,Employee,104.147.146.61,Brandiberg,Jira,MFA_Token,e6:dc:41:15:9d:ba,379,SUCCESS,normal
2026-06-25 09:36:00,abf3ad39-fec2-4bbe-a624-5bfa4fcca39a,Admin,124.55.213.171,Martinezbury,VPN_Gateway,MFA_Token,00:20:ad:0a:75:70,4704,SUCCESS,normal
2026-06-25 09:41:00,793b4c32-2050-4494-bd11-48022702878b,Employee,141.243.33.142,Lyonsstad,Jira,MFA_Token,94:55:3a:53:9f:37,4692,SUCCESS,normal
2026-06-25 09:42:00,076e2bba-7c53-48bf-af92-f25e45df16b6,Employee,57.224.83.7,Port Tanner,HR_Portal,Biometric,a4:41:0d:c9:0d:2a,2582,SUCCESS,normal
2026-06-25 09:42:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,64.200.244.208,Michaelmouth,Jira,Biometric,b8:8a:9c:80:76:3d,2871,SUCCESS,normal
2026-06-25 09:42:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,VPN_Gateway,MFA_Token,98:50:1d:29:5f:23,2466,SUCCESS,normal
2026-06-25 09:45:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,VPN_Gateway,MFA_Token,26:03:51:d8:ae:8e,2730,SUCCESS,normal
2026-06-25 09:47:00,fbe33b24-3eae-4032-8bd4-a9900640be0f,Contractor,5.2.158.210,Perryshire,HR_Portal,MFA_Token,24:63:c4:fd:cc:7c,6871,SUCCESS,normal
2026-06-25 09:47:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,HR_Portal,Biometric,22:ed:19:7f:3e:e9,1604,SUCCESS,normal
2026-06-25 09:47:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,159.105.157.225,Mcguireland,VPN_Gateway,MFA_Token,a8:96:71:cf:7c:9c,3283,SUCCESS,normal
2026-06-25 09:50:00,d4262982-e43e-4288-a2b5-b4985cb85aed,Employee,20.229.77.177,Thompsonhaven,Jira,MFA_Token,52:8a:f7:ee:df:89,4489,SUCCESS,normal
2026-06-25 09:51:00,19108be5-8ce2-4ea3-9b20-a56edc815fe7,Employee,64.241.202.234,Port Melindaburgh,VPN_Gateway,Password,e6:d0:f8:f6:6d:cd,5771,SUCCESS,normal
2026-06-25 09:52:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,159.106.142.124,West Scott,HR_Portal,MFA_Token,e4:92:78:8b:ab:a3,2800,SUCCESS,normal
2026-06-25 09:55:00,c9535b63-ba81-4dd9-987e-f3446f3f920c,Employee,39.102.189.150,Lamborough,Jira,SSO,5c:82:16:df:00:64,6439,SUCCESS,normal
2026-06-25 09:56:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,VPN_Gateway,MFA_Token,dc:34:b5:d0:4f:79,4769,SUCCESS,normal
2026-06-25 09:56:00,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Admin,153.143.199.37,Jeffreyberg,AWS_Console,MFA_Token,a0:fc:2e:18:38:4e,5170,SUCCESS,normal
2026-06-25 09:57:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,HR_Portal,MFA_Token,2e:c2:ac:0e:fd:a6,663,SUCCESS,normal
2026-06-25 09:59:00,74273ca3-287d-46ca-af4c-c69a4b22d308,Employee,80.219.93.184,New Rita,Jira,MFA_Token,8a:98:65:4e:bf:52,6167,SUCCESS,normal
2026-06-25 09:59:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,VPN_Gateway,Biometric,8c:9e:d1:a7:ce:97,6852,SUCCESS,normal
2026-06-25 10:00:00,d58842de-a2bc-472f-b412-b29347294739,Employee,55.177.11.130,Jasonview,VPN_Gateway,MFA_Token,60:24:57:7d:53:ec,3821,SUCCESS,normal
2026-06-25 10:01:00,cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,Employee,96.105.56.50,Angelahaven,Jira,Password,8e:61:2b:7b:d0:fa,5848,SUCCESS,normal
2026-06-25 10:07:00,bdd640fb-0667-4ad1-9c80-317fa3b1799d,Employee,124.228.145.91,Lake Curtis,HR_Portal,Biometric,36:2c:d8:10:0f:2f,4454,SUCCESS,normal
2026-06-25 10:08:00,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Contractor,152.5.7.122,Davidborough,VPN_Gateway,Biometric,ca:26:7c:34:9a:3d,4920,SUCCESS,normal
2026-06-25 10:11:00,683514f2-ceb8-4f9d-b914-c120c8dcd19f,Employee,96.198.131.169,Gomezchester,Jira,MFA_Token,ba:ef:1b:32:1f:ce,4543,SUCCESS,normal
2026-06-25 10:11:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,HR_Portal,MFA_Token,60:74:94:28:77:33,3626,SUCCESS,normal
2026-06-25 10:12:00,562b0f79-c374-49ee-b50b-ea63371ecd7b,Employee,88.80.186.159,West Melanieview,HR_Portal,MFA_Token,8c:16:eb:3f:c1:28,5848,SUCCESS,normal
2026-06-25 10:13:00,9132b63e-f162-47e4-a9c3-49e03602f8ac,Employee,218.17.215.90,Lake Victor,Jira,MFA_Token,be:ea:49:87:47:7e,1690,SUCCESS,normal
2026-06-25 10:15:00,793b4c32-2050-4494-bd11-48022702878b,Employee,141.243.33.142,Lyonsstad,VPN_Gateway,Password,94:55:3a:53:9f:37,5389,SUCCESS,normal
2026-06-25 10:16:00,d4262982-e43e-4288-a2b5-b4985cb85aed,Employee,20.229.77.177,Thompsonhaven,VPN_Gateway,MFA_Token,52:8a:f7:ee:df:89,5263,SUCCESS,normal
2026-06-25 10:17:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,VPN_Gateway,MFA_Token,8c:9e:d1:a7:ce:97,3485,SUCCESS,normal
2026-06-25 10:18:00,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Admin,153.143.199.37,Jeffreyberg,Jira,SSO,a0:fc:2e:18:38:4e,5372,SUCCESS,normal
2026-06-25 10:20:00,46d483f3-d450-481c-ac6f-7633a2607723,Employee,85.88.253.133,Lake Tina,VPN_Gateway,MFA_Token,12:52:e2:da:04:39,1433,SUCCESS,normal
2026-06-25 10:22:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,HR_Portal,SSO,98:85:5b:87:13:37,7146,SUCCESS,normal
2026-06-25 10:24:00,269cd696-236c-4b87-94a0-bccb8a476a87,Employee,114.113.227.238,North Robert,HR_Portal,MFA_Token,d4:a9:ee:d4:1f:69,2977,SUCCESS,normal
2026-06-25 10:24:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,Employee,104.147.146.61,Brandiberg,Jira,SSO,e6:dc:41:15:9d:ba,2052,SUCCESS,normal
2026-06-25 10:25:00,abf3ad39-fec2-4bbe-a624-5bfa4fcca39a,Admin,156.9.212.232,Martinezbury,Jira,SSO,00:20:ad:0a:75:70,5933,SUCCESS,normal
2026-06-25 10:26:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,HR_Portal,MFA_Token,dc:34:b5:d0:4f:79,3706,SUCCESS,normal
2026-06-25 10:26:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,Jira,Password,26:03:51:d8:ae:8e,2722,SUCCESS,normal
2026-06-25 10:28:00,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Employee,6.45.196.230,Cassandramouth,HR_Portal,Password,16:68:87:fa:80:1a,2220,SUCCESS,normal
2026-06-25 10:29:00,19108be5-8ce2-4ea3-9b20-a56edc815fe7,Employee,64.241.202.234,Port Melindaburgh,Jira,MFA_Token,e6:d0:f8:f6:6d:cd,5177,SUCCESS,normal
2026-06-25 10:30:00,a53f8a28-abf3-43fc-a181-3d25655238a6,Employee,52.60.63.66,North Stephenshire,VPN_Gateway,MFA_Token,ee:33:25:6d:87:43,7180,SUCCESS,normal
2026-06-25 10:30:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,VPN_Gateway,MFA_Token,14:9d:7a:1d:7b:28,4030,SUCCESS,normal
2026-06-25 10:32:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,Jira,Password,98:50:1d:29:5f:23,3952,SUCCESS,normal
2026-06-25 10:35:00,1bf90e27-dc96-425e-8cf3-a17156dc8907,Employee,115.11.24.126,Taylorburgh,VPN_Gateway,MFA_Token,ce:8e:ec:7f:26:e2,4039,SUCCESS,normal
2026-06-25 10:38:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,142.14.44.201,Meganton,HR_Portal,MFA_Token,10:75:10:a1:cd:89,3919,SUCCESS,normal
2026-06-25 10:40:00,11b7e948-d0e6-4660-bc69-dee1bb5e4bcf,Contractor,192.208.24.235,Lake Thomas,Jira,MFA_Token,b6:54:87:d8:6c:66,6004,SUCCESS,normal
2026-06-25 10:41:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,125.240.58.51,West Scott,HR_Portal,MFA_Token,e4:92:78:8b:ab:a3,1788,SUCCESS,normal
2026-06-25 10:43:00,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Employee,205.100.104.114,Richardtown,Jira,MFA_Token,76:9b:92:6b:dc:a4,1652,SUCCESS,normal
2026-06-25 10:45:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,14.206.221.21,Michaelmouth,Jira,MFA_Token,b8:8a:9c:80:76:3d,5957,SUCCESS,normal
2026-06-25 10:47:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,VPN_Gateway,MFA_Token,2e:c2:ac:0e:fd:a6,2848,SUCCESS,normal
2026-06-25 10:47:00,7631de9d-dde9-4863-a2bd-33886db99102,Employee,98.20.204.213,Murphymouth,HR_Portal,MFA_Token,40:a7:ac:c2:8e:d7,2136,SUCCESS,normal
2026-06-25 10:47:00,c9535b63-ba81-4dd9-987e-f3446f3f920c,Employee,39.102.189.150,Lamborough,Jira,MFA_Token,5c:82:16:df:00:64,2106,SUCCESS,normal
2026-06-25 10:48:00,008d4127-6104-41e3-aa25-a8880f02bad0,Employee,197.15.145.99,Mitchellside,Jira,MFA_Token,f6:f9:4f:61:97:6f,6976,SUCCESS,normal
2026-06-25 10:48:00,0f1259e0-a18f-46b6-b535-106e122c9a56,Employee,112.128.170.223,Chadbury,VPN_Gateway,SSO,3e:8e:f8:6d:43:f2,6676,SUCCESS,normal
2026-06-25 10:49:00,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,Employee,26.231.16.35,Jeffreyland,VPN_Gateway,MFA_Token,9e:14:0f:7e:66:0a,6478,SUCCESS,normal
2026-06-25 10:49:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,116.143.78.241,South Martha,HR_Portal,MFA_Token,42:9a:04:99:35:44,5434,SUCCESS,normal
2026-06-25 10:51:00,74273ca3-287d-46ca-af4c-c69a4b22d308,Employee,80.219.93.184,New Rita,VPN_Gateway,MFA_Token,8a:98:65:4e:bf:52,678,SUCCESS,normal
2026-06-25 10:52:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,158.10.153.120,Carlsonmouth,VPN_Gateway,MFA_Token,1c:80:05:3a:88:ae,5811,SUCCESS,normal
2026-06-25 10:53:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,Jira,MFA_Token,60:d2:7f:88:51:37,5997,SUCCESS,normal
2026-06-25 10:56:00,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Employee,129.64.2.241,Woodsstad,HR_Portal,MFA_Token,38:98:c7:d6:70:f9,2366,SUCCESS,normal
2026-06-25 10:56:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,HR_Portal,MFA_Token,46:72:0c:62:cc:a8,4207,SUCCESS,normal
2026-06-25 10:58:00,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Admin,197.68.233.193,Salazarhaven,AWS_Console,MFA_Token,42:da:e4:51:f3:e6,5731,SUCCESS,normal
2026-06-25 11:05:00,3c365296-dca0-4eec-acda-bacc1165e210,Employee,47.193.254.5,New Christophershire,HR_Portal,MFA_Token,42:a1:85:68:a0:7a,5967,SUCCESS,normal
2026-06-25 11:08:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,HR_Portal,MFA_Token,8c:9e:d1:a7:ce:97,1140,SUCCESS,normal
2026-06-25 11:09:00,cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,Employee,79.226.92.80,Angelahaven,VPN_Gateway,Password,8e:61:2b:7b:d0:fa,884,SUCCESS,normal
2026-06-25 11:12:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,HR_Portal,MFA_Token,dc:34:b5:d0:4f:79,2565,SUCCESS,normal
2026-06-25 11:12:00,46d483f3-d450-481c-ac6f-7633a2607723,Employee,85.88.253.133,Lake Tina,Jira,MFA_Token,12:52:e2:da:04:39,4689,SUCCESS,normal
2026-06-25 11:13:00,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,Employee,177.170.175.108,Jeffreyland,VPN_Gateway,MFA_Token,9e:14:0f:7e:66:0a,1586,SUCCESS,normal
2026-06-25 11:17:00,c9535b63-ba81-4dd9-987e-f3446f3f920c,Employee,39.102.189.150,Lamborough,VPN_Gateway,SSO,5c:82:16:df:00:64,4833,SUCCESS,normal
2026-06-25 11:17:00,19108be5-8ce2-4ea3-9b20-a56edc815fe7,Employee,64.241.202.234,Port Melindaburgh,Jira,MFA_Token,e6:d0:f8:f6:6d:cd,1865,SUCCESS,normal
2026-06-25 11:18:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,14.206.221.21,Michaelmouth,HR_Portal,MFA_Token,b8:8a:9c:80:76:3d,5941,SUCCESS,normal
2026-06-25 11:18:00,0a8381be-c85a-4a46-90e0-f4a0fbdd3933,Employee,59.106.139.154,Caseymouth,HR_Portal,Password,f4:06:d7:fa:36:dd,883,SUCCESS,normal
2026-06-25 11:23:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,VPN_Gateway,Biometric,98:85:5b:87:13:37,6100,SUCCESS,normal
2026-06-25 11:23:00,d58842de-a2bc-472f-b412-b29347294739,Employee,55.177.11.130,Jasonview,Jira,MFA_Token,60:24:57:7d:53:ec,3095,SUCCESS,normal
2026-06-25 11:26:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,142.14.44.201,Meganton,VPN_Gateway,MFA_Token,10:75:10:a1:cd:89,3851,SUCCESS,normal
2026-06-25 11:27:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,68.46.150.56,South Martha,Jira,Biometric,42:9a:04:99:35:44,3009,SUCCESS,normal
2026-06-25 11:29:00,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Employee,6.45.196.230,Cassandramouth,HR_Portal,MFA_Token,16:68:87:fa:80:1a,2188,SUCCESS,normal
2026-06-25 11:29:00,0f1259e0-a18f-46b6-b535-106e122c9a56,Employee,112.128.170.223,Chadbury,Jira,SSO,3e:8e:f8:6d:43:f2,3404,SUCCESS,normal
2026-06-25 11:30:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,HR_Portal,Biometric,98:50:1d:29:5f:23,3971,SUCCESS,normal
2026-06-25 11:30:00,36b5229a-acf5-481e-b131-62697118e364,Employee,10.183.14.82,West Zacharymouth,HR_Portal,MFA_Token,24:2f:78:9e:73:65,1810,SUCCESS,normal
